id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,item_group_id,google_product_category,fb_product_category,product_type,sale_price
"SKU-003-BLUE","Hand Wash - Flavour: Blue","""Refresh & Protect: Three Scents, One Powerful Defense — Antibacterial and Gentle"" Shield your family with the ultimate combination of protection and care using the M. Essa Chemical Hand Wash Collection. Specially engineered to offer premium antibacterial defense, this formula eliminates everyday pathogens on contact while nourishing your skin. Perfect for regular use, it keeps hands incredibly soft, smooth, and revitalized without causing dry patches or irritation. Long-Lasting Fine Fragrances: Offers a selection of premium, captivating aromatic variations that keep your hands feeling fresh for hours.","in stock","new","200.00 PKR","http://localhost:3001/products/test-product-2","http://localhost:3000/uploads/products/36c2d557-9508-46cb-8d9e-66a810432851.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/53b7909a-1f92-453c-8f07-c0a2fd947036.jpeg,http://localhost:3000/uploads/products/a932129a-8228-405a-8a1f-d0570efec49c.jpeg,http://localhost:3000/uploads/products/674d9cf2-3297-4b76-9ebf-e2099ad96212.jpeg","SKU-003","","","",""
"SKU-005-1PCS","Khaleej Washing Soap - Pack: 1Pcs","""Unbeatable Brightness, Captivating Scent — Discover the New Khaleej Special Soap."" Bring premium export quality into your daily laundry routine with Khaleej Special Soap. Formulated by M. Essa Chemicals, this premium soap bar pairs rigorous deep-cleaning power with an unforgettable, refreshing floral aroma. It actively targets fabric dullness, working deeply within threads to release trapped particles and restore an immaculate, bright-as-new look to your laundry.","in stock","new","50.00 PKR","http://localhost:3001/products/test-product-4","http://localhost:3000/uploads/products/e8c06101-66ec-4856-b5da-319ad1cc5169.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/126ed68b-b033-4e1d-b75e-379587ed87f2.jpeg","SKU-005","","","",""
"SKU-006-1PCS","Misaal Washing Soap - Pack: 1Pcs","""Unmatched Cleaning Power — Discover the Misaal Horizontal Strength."" Set a new example of pure cleanliness with Misaal Laundry Soap. Crafted utilizing our signature high-density processing, this unique laundry bar provides unrivaled horizontal structural integrity, meaning it won't dissolve quickly or turn mushy in your soap dish. It works rapidly to strip grime away during bucket or hand washes, keeping your white linens crisp and colored garments completely striking.","in stock","new","60.00 PKR","http://localhost:3001/products/test-product-5","http://localhost:3000/uploads/products/ecde5d99-585d-470c-8f4f-37b0ecd7f6b6.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/82d8decc-340d-44fe-80e7-ee9776cd9a54.jpeg","SKU-006","","","",""
"SKU-014-1BOTTLE","Panda Liquid Neel - Pack: 1Bottle","""Redefining Whiteness: The Liquid Neel Stronghold. For Sparkling Whiteness, Streaks Gone."" Revitalize your dull fabrics using Panda Liquid Neel by M. Essa Chemicals. This extra strong laundry blue treatment features an ultra-concentrated formula that safely counters fabric yellowing. It disperses evenly across deep water buckets to treat white school uniforms, linens, and cotton items, delivering a bright finish without leaving patchy blue streaks or color spots.","in stock","new","100.00 PKR","http://localhost:3001/products/panda-liquid-neel","http://localhost:3000/uploads/products/66da266a-d52b-46da-a138-77ad84696bef.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/ebd5d91b-44db-4d5d-80f1-a5c82ddcf14a.jpeg","SKU-014","","","",""
"SKU-013-ROSE-3LTR","Panda Perfume Phenyl - Flavour: Rose • Weight: 3Ltr","""Sparkling Deep Cleaning Power — Ultimate Antibacterial Surface Protection"" Protect your home and restore absolute clarity to your living space with Panda Perfume Phenyl by M. Essa Chemicals. This advanced cross-functional disinfectant floor wash cuts through thick grease tracks, dirt films, and sticky residues while wiping away hidden pathogens on contact. Ideal for marble, tile, and stone surfaces, it leaves behind a streak-free gloss and an amazing premium scent.","in stock","new","370.00 PKR","http://localhost:3001/products/panda-perfume-phenyl","http://localhost:3000/uploads/products/85d40ec1-22b4-41b3-b485-ce02a3f10a7b.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/5842750a-7a23-4618-aa15-28086e2637bf.jpeg,http://localhost:3000/uploads/products/1f919fca-d879-4996-80db-e9bbe547077d.jpeg,http://localhost:3000/uploads/products/866417a2-d561-4693-b4dc-de449ed6cce8.jpeg,http://localhost:3000/uploads/products/01445165-2334-4ed3-ad6e-328174e601f5.jpeg","SKU-013","","","",""
"SKU-013-LEVANDER-3LTR","Panda Perfume Phenyl - Flavour: Levander • Weight: 3Ltr","""Sparkling Deep Cleaning Power — Ultimate Antibacterial Surface Protection"" Protect your home and restore absolute clarity to your living space with Panda Perfume Phenyl by M. Essa Chemicals. This advanced cross-functional disinfectant floor wash cuts through thick grease tracks, dirt films, and sticky residues while wiping away hidden pathogens on contact. Ideal for marble, tile, and stone surfaces, it leaves behind a streak-free gloss and an amazing premium scent.","in stock","new","370.00 PKR","http://localhost:3001/products/panda-perfume-phenyl","http://localhost:3000/uploads/products/85d40ec1-22b4-41b3-b485-ce02a3f10a7b.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/5842750a-7a23-4618-aa15-28086e2637bf.jpeg,http://localhost:3000/uploads/products/1f919fca-d879-4996-80db-e9bbe547077d.jpeg,http://localhost:3000/uploads/products/866417a2-d561-4693-b4dc-de449ed6cce8.jpeg,http://localhost:3000/uploads/products/01445165-2334-4ed3-ad6e-328174e601f5.jpeg","SKU-013","","","",""
"SKU-013-WHITE-3LTR","Panda Perfume Phenyl - Flavour: White • Weight: 3Ltr","""Sparkling Deep Cleaning Power — Ultimate Antibacterial Surface Protection"" Protect your home and restore absolute clarity to your living space with Panda Perfume Phenyl by M. Essa Chemicals. This advanced cross-functional disinfectant floor wash cuts through thick grease tracks, dirt films, and sticky residues while wiping away hidden pathogens on contact. Ideal for marble, tile, and stone surfaces, it leaves behind a streak-free gloss and an amazing premium scent.","in stock","new","370.00 PKR","http://localhost:3001/products/panda-perfume-phenyl","http://localhost:3000/uploads/products/85d40ec1-22b4-41b3-b485-ce02a3f10a7b.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/5842750a-7a23-4618-aa15-28086e2637bf.jpeg,http://localhost:3000/uploads/products/1f919fca-d879-4996-80db-e9bbe547077d.jpeg,http://localhost:3000/uploads/products/866417a2-d561-4693-b4dc-de449ed6cce8.jpeg,http://localhost:3000/uploads/products/01445165-2334-4ed3-ad6e-328174e601f5.jpeg","SKU-013","","","",""
"SKU-013-JASMINE-3LTR","Panda Perfume Phenyl - Flavour: Jasmine • Weight: 3Ltr","""Sparkling Deep Cleaning Power — Ultimate Antibacterial Surface Protection"" Protect your home and restore absolute clarity to your living space with Panda Perfume Phenyl by M. Essa Chemicals. This advanced cross-functional disinfectant floor wash cuts through thick grease tracks, dirt films, and sticky residues while wiping away hidden pathogens on contact. Ideal for marble, tile, and stone surfaces, it leaves behind a streak-free gloss and an amazing premium scent.","in stock","new","370.00 PKR","http://localhost:3001/products/panda-perfume-phenyl","http://localhost:3000/uploads/products/85d40ec1-22b4-41b3-b485-ce02a3f10a7b.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/5842750a-7a23-4618-aa15-28086e2637bf.jpeg,http://localhost:3000/uploads/products/1f919fca-d879-4996-80db-e9bbe547077d.jpeg,http://localhost:3000/uploads/products/866417a2-d561-4693-b4dc-de449ed6cce8.jpeg,http://localhost:3000/uploads/products/01445165-2334-4ed3-ad6e-328174e601f5.jpeg","SKU-013","","","",""
"SKU-008-ROSE","Perfume Phenyl - Flavour: Rose","""Scent Your Sanctuary: Unlock Your Bathroom’s True Fragrance"" Transform your home environment with the premium Perfume Phenyl Collection by M. Essa Chemicals. Specially crafted to target tough bathroom odors, dampness, and surface grime, this advanced multi-surface formula goes beyond standard cleaning to deeply sanitize your floors while infusing the air with an exquisite, long-lasting luxury fragrance. Perfect for marble, ceramic tiles, and washroom surfaces, it gives you a pristine clean you can see and a refreshing aroma you can instantly feel.","in stock","new","120.00 PKR","http://localhost:3001/products/perfume-phenyl","http://localhost:3000/uploads/products/71451c33-cbd4-4a30-83b5-3f4145a8d49a.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/38351eab-c533-4155-88e5-c3cb12ba13fa.jpeg,http://localhost:3000/uploads/products/edba298e-061d-4caf-891d-88f95b3b6e9d.jpeg,http://localhost:3000/uploads/products/61521d6d-9278-4e54-a574-7d51fa91c4f8.jpeg","SKU-008","","","",""
"SKU-008-LEVANDER","Perfume Phenyl - Flavour: Levander","""Scent Your Sanctuary: Unlock Your Bathroom’s True Fragrance"" Transform your home environment with the premium Perfume Phenyl Collection by M. Essa Chemicals. Specially crafted to target tough bathroom odors, dampness, and surface grime, this advanced multi-surface formula goes beyond standard cleaning to deeply sanitize your floors while infusing the air with an exquisite, long-lasting luxury fragrance. Perfect for marble, ceramic tiles, and washroom surfaces, it gives you a pristine clean you can see and a refreshing aroma you can instantly feel.","in stock","new","120.00 PKR","http://localhost:3001/products/perfume-phenyl","http://localhost:3000/uploads/products/71451c33-cbd4-4a30-83b5-3f4145a8d49a.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/38351eab-c533-4155-88e5-c3cb12ba13fa.jpeg,http://localhost:3000/uploads/products/edba298e-061d-4caf-891d-88f95b3b6e9d.jpeg,http://localhost:3000/uploads/products/61521d6d-9278-4e54-a574-7d51fa91c4f8.jpeg","SKU-008","","","",""
"SKU-008-WHITE","Perfume Phenyl - Flavour: White","""Scent Your Sanctuary: Unlock Your Bathroom’s True Fragrance"" Transform your home environment with the premium Perfume Phenyl Collection by M. Essa Chemicals. Specially crafted to target tough bathroom odors, dampness, and surface grime, this advanced multi-surface formula goes beyond standard cleaning to deeply sanitize your floors while infusing the air with an exquisite, long-lasting luxury fragrance. Perfect for marble, ceramic tiles, and washroom surfaces, it gives you a pristine clean you can see and a refreshing aroma you can instantly feel.","in stock","new","120.00 PKR","http://localhost:3001/products/perfume-phenyl","http://localhost:3000/uploads/products/71451c33-cbd4-4a30-83b5-3f4145a8d49a.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/38351eab-c533-4155-88e5-c3cb12ba13fa.jpeg,http://localhost:3000/uploads/products/edba298e-061d-4caf-891d-88f95b3b6e9d.jpeg,http://localhost:3000/uploads/products/61521d6d-9278-4e54-a574-7d51fa91c4f8.jpeg","SKU-008","","","",""
"SKU-019-SMALL","Super Sony Dish Wash Soap - Pack: Small","""Redefining Kitchen Hygiene: The Super Sony Stronghold"" Bring unmatched grease-cutting power to your kitchen with the Super Sony Lemon Dishwash Bar. Formulated by M. Essa Chemicals, this highly effective dishwashing bar cuts through stubborn oil, baked-on grease, and tough food residues instantly, ensuring your plates and cookware shine brighter. Packed with natural citrus properties, it thoroughly sanitizes your dishes while remaining completely gentle on your hands.","in stock","new","20.00 PKR","http://localhost:3001/products/super-sony","http://localhost:3000/uploads/products/f75f64db-05ba-4ef6-82b6-855acf3a2e68.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/b02cb0cb-2939-47b3-a126-60dcc2dac186.jpeg,http://localhost:3000/uploads/products/f7768c74-fe25-4c4c-b389-7dbff39a9806.jpeg","SKU-019","","","",""
"SKU-019-LONG-BAR","Super Sony Dish Wash Soap - Pack: Long Bar","""Redefining Kitchen Hygiene: The Super Sony Stronghold"" Bring unmatched grease-cutting power to your kitchen with the Super Sony Lemon Dishwash Bar. Formulated by M. Essa Chemicals, this highly effective dishwashing bar cuts through stubborn oil, baked-on grease, and tough food residues instantly, ensuring your plates and cookware shine brighter. Packed with natural citrus properties, it thoroughly sanitizes your dishes while remaining completely gentle on your hands.","in stock","new","50.00 PKR","http://localhost:3001/products/super-sony","http://localhost:3000/uploads/products/f75f64db-05ba-4ef6-82b6-855acf3a2e68.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/b02cb0cb-2939-47b3-a126-60dcc2dac186.jpeg,http://localhost:3000/uploads/products/f7768c74-fe25-4c4c-b389-7dbff39a9806.jpeg","SKU-019","","","",""
"SKU-017-2LTR","Sweep-o Floor & Tile Cleaner - Weight: 2Ltr","""Powerful Formula, Redefined Clean — From Floor to Drain: Your Complete Solution"" Simplify your home maintenance with Clean 360 Sweep-O by M. Essa Chemicals. This advanced, heavy-duty liquid agent functions as an all-in-one tile and floor cleaner, toilet sanitizer, and powerful drain opener. It dissolves tough organic blockages in your pipes while cutting through thick grout stains and floor grime, delivering deep disinfection and a sparkling finish wherever it is applied.","in stock","new","159.00 PKR","http://localhost:3001/products/sweep-o-floor-tile-cleaner","http://localhost:3000/uploads/products/0c2e39fe-26c3-416f-8cd0-72747aa624be.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/9dfb637c-8990-4732-8746-6c5f754c10d9.jpeg","SKU-017","","","",""
"SKU-002-PACK-OF-3","Tibet Deluxe Beauty Soap - Pack: Pack of 3","""Tibet Deluxe — Classic Care, Extra Creamy Fragrance"" Classic care with an extra creamy fragrance! Enriched with deep-moisturizing agents to leave your skin soft, smooth, and refreshed all day long.Give your skin the time-tested nourishing care it truly deserves. Tibet Deluxe Beauty Soap features a signature extra creamy formula that gently cleanses without stripping away your skin’s natural moisture. Specially crafted for daily use, its rich lather and luxurious, timeless fragrance keep you feeling crisp, clean, and completely rejuvenated after every wash.","in stock","new","80.00 PKR","http://localhost:3001/products/test-product-1","http://localhost:3000/uploads/products/905c572b-3817-46d5-a6a9-5fdd0b8de7e9.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/f71e8fc7-e121-4340-b9a0-2f97acb35e1f.jpeg","SKU-002","","","",""
"SKU-010-1-5LTR","Tile Wash - Weight: 1.5Ltr","""Strong Tile Wash Power! Antibacterial, Removes Stains, Deep Disinfect Action"" Restore the pristine, sparkling look of your floors and walls with M. Essa Chemicals Tile Wash. This heavy-duty, high-performance cleaning solution targets deeply embedded dirt, grease, and discoloration on tiled surfaces. Perfect for bathrooms, kitchens, and living areas, its defensive antibacterial formula purifies surfaces to keep your home healthy, germ-free, and immaculately bright.","in stock","new","80.00 PKR","http://localhost:3001/products/tile-wash","http://localhost:3000/uploads/products/e2efe486-c41b-4700-879c-f2debc87b3fd.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/1e757918-a026-4b58-ae83-fbed6eb6e19b.jpeg","SKU-010","","","",""
"SKU-009-1-5LTR","Toilet Bowl Cleaner - Weight: 1.5Ltr","""Thick Power Gel: Kills Germs, Removes Rust, No Unpleasant Smell"" Keep your bathroom spotless and thoroughly sanitized with M. Essa Chemicals Toilet Bowl Cleaner. Engineered with an advanced Thick Power Gel formula, it clings strongly to vertical porcelain surfaces to break down stubborn scale and stains without scrubbing. Unlike harsh alternatives, it sanitizes completely while eliminating bad odors, leaving behind a completely fresh, clean atmosphere.","in stock","new","200.00 PKR","http://localhost:3001/products/toilet-bowl-cleaner","http://localhost:3000/uploads/products/70986ee9-fdb9-43f1-9cf6-0d6e61250ca8.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/12d4e364-6d9e-467f-b079-a6a36d129c92.jpeg","SKU-009","","","",""
"SKU-004-PINK-LILY-SMALL","Viva Beauty Soap - Flavour: Pink Lily • Pack: Small","""Unveil Your Natural Glow — Ultra Creamy Complexion Care"" Indulge in the luxurious care of Viva Beauty Soap. Formulated to provide deep structural hydration, this premium beauty bar builds into a rich, creamy lather that gently purifies without stripping away your skin's essential protective oils. Infused with a delicate, captivating fragrance, it transforms your daily routine into a refreshing spa-like experience.","in stock","new","50.00 PKR","http://localhost:3001/products/test-product-3","http://localhost:3000/uploads/products/eea4ad2d-e2e2-4c52-9ba9-9177c9d5a314.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/20d73cc9-19d1-4a71-87b0-5e2c6effba46.jpeg,http://localhost:3000/uploads/products/32f9933d-55ed-4d1b-ab48-2a2b109fada7.jpeg,http://localhost:3000/uploads/products/d9ac872c-403e-4d37-83a9-b3ea0fb66368.jpeg,http://localhost:3000/uploads/products/124af3bb-9b89-4704-b707-c24e39c6b4ce.jpeg,http://localhost:3000/uploads/products/6d5b97c9-1585-44a1-8d77-6ae16f7a74b9.jpeg","SKU-004","","","",""
"SKU-004-PINK-LILY-LARGE","Viva Beauty Soap - Flavour: Pink Lily • Pack: Large","""Unveil Your Natural Glow — Ultra Creamy Complexion Care"" Indulge in the luxurious care of Viva Beauty Soap. Formulated to provide deep structural hydration, this premium beauty bar builds into a rich, creamy lather that gently purifies without stripping away your skin's essential protective oils. Infused with a delicate, captivating fragrance, it transforms your daily routine into a refreshing spa-like experience.","in stock","new","100.00 PKR","http://localhost:3001/products/test-product-3","http://localhost:3000/uploads/products/eea4ad2d-e2e2-4c52-9ba9-9177c9d5a314.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/20d73cc9-19d1-4a71-87b0-5e2c6effba46.jpeg,http://localhost:3000/uploads/products/32f9933d-55ed-4d1b-ab48-2a2b109fada7.jpeg,http://localhost:3000/uploads/products/d9ac872c-403e-4d37-83a9-b3ea0fb66368.jpeg,http://localhost:3000/uploads/products/124af3bb-9b89-4704-b707-c24e39c6b4ce.jpeg,http://localhost:3000/uploads/products/6d5b97c9-1585-44a1-8d77-6ae16f7a74b9.jpeg","SKU-004","","","",""
"SKU-004-CUCUMBER-SMALL","Viva Beauty Soap - Flavour: Cucumber • Pack: Small","""Unveil Your Natural Glow — Ultra Creamy Complexion Care"" Indulge in the luxurious care of Viva Beauty Soap. Formulated to provide deep structural hydration, this premium beauty bar builds into a rich, creamy lather that gently purifies without stripping away your skin's essential protective oils. Infused with a delicate, captivating fragrance, it transforms your daily routine into a refreshing spa-like experience.","in stock","new","50.00 PKR","http://localhost:3001/products/test-product-3","http://localhost:3000/uploads/products/eea4ad2d-e2e2-4c52-9ba9-9177c9d5a314.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/20d73cc9-19d1-4a71-87b0-5e2c6effba46.jpeg,http://localhost:3000/uploads/products/32f9933d-55ed-4d1b-ab48-2a2b109fada7.jpeg,http://localhost:3000/uploads/products/d9ac872c-403e-4d37-83a9-b3ea0fb66368.jpeg,http://localhost:3000/uploads/products/124af3bb-9b89-4704-b707-c24e39c6b4ce.jpeg,http://localhost:3000/uploads/products/6d5b97c9-1585-44a1-8d77-6ae16f7a74b9.jpeg","SKU-004","","","",""
"SKU-004-CUCUMBER-LARGE","Viva Beauty Soap - Flavour: Cucumber • Pack: Large","""Unveil Your Natural Glow — Ultra Creamy Complexion Care"" Indulge in the luxurious care of Viva Beauty Soap. Formulated to provide deep structural hydration, this premium beauty bar builds into a rich, creamy lather that gently purifies without stripping away your skin's essential protective oils. Infused with a delicate, captivating fragrance, it transforms your daily routine into a refreshing spa-like experience.","in stock","new","100.00 PKR","http://localhost:3001/products/test-product-3","http://localhost:3000/uploads/products/eea4ad2d-e2e2-4c52-9ba9-9177c9d5a314.jpeg","M. Essa Chemicals","http://localhost:3000/uploads/products/20d73cc9-19d1-4a71-87b0-5e2c6effba46.jpeg,http://localhost:3000/uploads/products/32f9933d-55ed-4d1b-ab48-2a2b109fada7.jpeg,http://localhost:3000/uploads/products/d9ac872c-403e-4d37-83a9-b3ea0fb66368.jpeg,http://localhost:3000/uploads/products/124af3bb-9b89-4704-b707-c24e39c6b4ce.jpeg,http://localhost:3000/uploads/products/6d5b97c9-1585-44a1-8d77-6ae16f7a74b9.jpeg","SKU-004","","","",""
